"","Transect_id","year","Analysis type","Basal_cm","Canopy_cm","Total_cm","Transect_cm","Code","Status","Full_name","RevBI","FS_BAND","TRT","PctC","Growth_form","Origin","Plant","RowNum"
"1454","2has1",2019,"entire",0,8,8,5015,"hyri","live","Hymenoxys richardsonii","High","FS","Seeded",0.159521435692921,"F","native","y",1454
"1455","2has2",1997,"entire",4946,0,4946,5000,"grav","live","Gravel","High","FS","Seeded",0,"B",NA,"n",1455
"1456","2has2",1997,"entire",29,0,29,5000,"bare","live","Bare","High","FS","Seeded",0,"B",NA,"n",1456
"1457","2has2",1997,"entire",14,0,14,5000,"pipo","dead","Pinus ponderosa","High","FS","Seeded",0,"T","native","y",1457
"1458","2has2",1997,"entire",5,0,5,5000,"wood","live","Wood","High","FS","Seeded",0,"L",NA,"n",1458
"1459","2has2",1997,"entire",3,182,185,5000,"cefe","live","Ceanothus fendleri","High","FS","Seeded",3.64,"U","native","y",1459
"1460","2has2",1997,"entire",3,0,3,5000,"rock","live","Rock","High","FS","Seeded",0,"B",NA,"n",1460
"1461","2has2",1997,"entire",0,1434,1434,5000,"brca2","live","bromus carinatus","High","FS","Seeded",28.68,"G","native","y",1461
"1462","2has2",1997,"entire",0,306,306,5000,"lomu","dead","Lolium multiflorum","High","FS","Seeded",6.12,"G","exotic","y",1462
"1463","2has2",1997,"entire",0,61,61,5000,"lomu","live","Lolium multiflorum","High","FS","Seeded",1.22,"G","exotic","y",1463
"1464","2has2",1997,"entire",0,1,1,5000,"brca2","dead","bromus carinatus","High","FS","Seeded",0.02,"G","native","y",1464
"1465","2has2",1997,"entire",0,126,126,5000,"gras2","live","Unidentified grass","High","FS","Seeded",2.52,"G",NA,"y",1465
"1466","2has2",1997,"entire",0,49,49,5000,"gras","live","Unidentified grass","High","FS","Seeded",0.98,"G",NA,"y",1466
"1467","2has2",1997,"entire",0,36,36,5000,"brin","live","Bromus inermis","High","FS","Seeded",0.72,"G","exotic","y",1467
"1468","2has2",1997,"entire",0,2,2,5000,"bocu","live","Bouteloua curtipendula","High","FS","Seeded",0.04,"G","native","y",1468
"1469","2has2",1997,"entire",0,221,221,5000,"eltr","live","Elymus trachycaulum","High","FS","Seeded",4.42,"G","native","y",1469
"1470","2has2",1997,"entire",0,1,1,5000,"chgr","live","Chenopodium graveolens","High","FS","Seeded",0.02,"F","exotic","y",1470
"1471","2has2",1997,"entire",0,50,50,5000,"chfr","live","Chenopodium fremontii","High","FS","Seeded",1,"F","native","y",1471
"1472","2has2",1997,"entire",0,18,18,5000,"casp","live","Carex spp.","High","FS","Seeded",0.36,"G",NA,"y",1472
"1473","2has2",1997,"entire",0,6,6,5000,"limu","live","Lithospermum multiflorum","High","FS","Seeded",0.12,"F","native","y",1473
"1474","2has2",1997,"entire",0,21,21,5000,"lope","dead","Lolium perenne","High","FS","Seeded",0.42,"G","exotic","y",1474
"1475","2has2",1997,"entire",0,21,21,5000,"brte","dead","Bromus tectorum","High","FS","Seeded",0.42,"G","exotic","y",1475
"1476","2has2",1997,"entire",0,165,165,5000,"quga","live","Quercus gambellii","High","FS","Seeded",3.3,"S","native","y",1476
"1477","2has2",1998,"entire",3469,0,3469,5000,"grav","live","Gravel","High","FS","Seeded",0,"B",NA,"n",1477
"1478","2has2",1998,"entire",1235,0,1235,5000,"litt","live","Litter","High","FS","Seeded",0,"L",NA,"n",1478
"1479","2has2",1998,"entire",94,416,510,5000,"eltr","live","Elymus trachycaulum","High","FS","Seeded",8.32,"G","native","y",1479
"1480","2has2",1998,"entire",61,1048,1109,5000,"brca2","live","bromus carinatus","High","FS","Seeded",20.96,"G","native","y",1480
"1481","2has2",1998,"entire",57,0,57,5000,"bare","live","Bare","High","FS","Seeded",0,"B",NA,"n",1481
"1482","2has2",1998,"entire",27,9,36,5000,"wood","live","Wood","High","FS","Seeded",0.18,"L",NA,"n",1482
"1483","2has2",1998,"entire",14,0,14,5000,"pipo","dead","Pinus ponderosa","High","FS","Seeded",0,"T","native","y",1483
"1484","2has2",1998,"entire",10,0,10,5000,"moss","live","Moss","High","FS","Seeded",0,"C",NA,"n",1484
"1485","2has2",1998,"entire",9,0,9,5000,"quga","dead","Quercus gambellii","High","FS","Seeded",0,"S","native","y",1485
"1486","2has2",1998,"entire",8,67,75,5000,"lomu","live","Lolium multiflorum","High","FS","Seeded",1.34,"G","exotic","y",1486
"1487","2has2",1998,"entire",5,59,64,5000,"casp","live","Carex spp.","High","FS","Seeded",1.18,"G",NA,"y",1487
"1488","2has2",1998,"entire",3,228,231,5000,"quga","live","Quercus gambellii","High","FS","Seeded",4.56,"S","native","y",1488
"1489","2has2",1998,"entire",2,53,55,5000,"brte","dead","Bromus tectorum","High","FS","Seeded",1.06,"G","exotic","y",1489
"1490","2has2",1998,"entire",2,409,411,5000,"cefe","live","Ceanothus fendleri","High","FS","Seeded",8.18,"U","native","y",1490
"1491","2has2",1998,"entire",2,8,10,5000,"taof","live","Taraxacum officinale","High","FS","Seeded",0.16,"F","exotic","y",1491
"1492","2has2",1998,"entire",1,51,52,5000,"coca","live","Conyza canadensis","High","FS","Seeded",1.02,"F","native","y",1492
"1493","2has2",1998,"entire",1,33,34,5000,"veth","live","Verbascum thapsus","High","FS","Seeded",0.66,"F","exotic","y",1493
"1494","2has2",1998,"entire",0,2,2,5000,"bocu","live","Bouteloua curtipendula","High","FS","Seeded",0.04,"G","native","y",1494
"1495","2has2",1998,"entire",0,7,7,5000,"lomu","dead","Lolium multiflorum","High","FS","Seeded",0.14,"G","exotic","y",1495
"1496","2has2",1998,"entire",0,44,44,5000,"gras","live","Unidentified grass","High","FS","Seeded",0.88,"G",NA,"y",1496
"1497","2has2",1998,"entire",0,47,47,5000,"brin","live","Bromus inermis","High","FS","Seeded",0.94,"G","exotic","y",1497
"1498","2has2",1998,"entire",0,1,1,5000,"forb","live","Unidentified forb","High","FS","Seeded",0.02,"F",NA,"y",1498
"1499","2has2",1998,"entire",0,3,3,5000,"chfr","live","Chenopodium fremontii","High","FS","Seeded",0.06,"F","native","y",1499
"1500","2has2",1998,"entire",0,15,15,5000,"brca2","dead","bromus carinatus","High","FS","Seeded",0.3,"G","native","y",1500
"1501","2has2",1998,"entire",0,14,14,5000,"rone","live","Robinia neomexicana","High","FS","Seeded",0.28,"S","native","y",1501
"1502","2has2",1998,"entire",0,21,21,5000,"limu","live","Lithospermum multiflorum","High","FS","Seeded",0.42,"F","native","y",1502
"1503","2has2",1998,"entire",0,2,2,5000,"cosc","live","Conyza schiedeana","High","FS","Seeded",0.04,"F","native","y",1503
"1504","2has2",2008,"entire",2780,17,2797,5000,"litt","live","Litter","High","FS","Seeded",0.34,"L",NA,"n",1504
"1505","2has2",2008,"entire",1098,0,1098,5000,"bare","live","Bare","High","FS","Seeded",0,"B",NA,"n",1505
"1506","2has2",2008,"entire",497,448,945,5000,"wood","live","Wood","High","FS","Seeded",8.96,"L",NA,"n",1506
"1507","2has2",2008,"entire",470,1919,2389,5000,"brin","live","Bromus inermis","High","FS","Seeded",38.38,"G","exotic","y",1507
"1508","2has2",2008,"entire",51,1215,1266,5000,"cefe","live","Ceanothus fendleri","High","FS","Seeded",24.3,"U","native","y",1508
"1509","2has2",2008,"entire",27,14,41,5000,"comp","dead","unknown Composite","High","FS","Seeded",0.28,"F",NA,"y",1509
"1510","2has2",2008,"entire",21,35,56,5000,"veth","dead","Verbascum thapsus","High","FS","Seeded",0.7,"F","exotic","y",1510
"1511","2has2",2008,"entire",20,67,87,5000,"mumo","live","Muhlenbergia montana","High","FS","Seeded",1.34,"G","native","y",1511
"1512","2has2",2008,"entire",11,17,28,5000,"cefe","dead","Ceanothus fendleri","High","FS","Seeded",0.34,"U","native","y",1512
"1513","2has2",2008,"entire",9,0,9,5000,"veth","live","Verbascum thapsus","High","FS","Seeded",0,"F","exotic","y",1513
"1514","2has2",2008,"entire",5,167,172,5000,"quxx","live","Quercus spp.","High","FS","Seeded",3.34,"S",NA,"y",1514
"1515","2has2",2008,"entire",3,0,3,5000,"hier","live","Hieracium spp.","High","FS","Seeded",0,"F",NA,"y",1515
"1516","2has2",2008,"entire",3,45,48,5000,"gras","live","Unidentified grass","High","FS","Seeded",0.9,"G",NA,"y",1516
"1517","2has2",2008,"entire",3,121,124,5000,"eltr","live","Elymus trachycaulum","High","FS","Seeded",2.42,"G","native","y",1517
"1518","2has2",2008,"entire",2,9,11,5000,"bltr","live","Blepharoneuron tricholepis","High","FS","Seeded",0.18,"L","native","y",1518
"1519","2has2",2008,"entire",0,317,317,5000,"rone","live","Robinia neomexicana","High","FS","Seeded",6.34,"S","native","y",1519
"1520","2has2",2008,"entire",0,27,27,5000,"bocu","live","Bouteloua curtipendula","High","FS","Seeded",0.54,"G","native","y",1520
"1521","2has2",2008,"entire",0,141,141,5000,"caxx","live","Carex spp.","High","FS","Seeded",2.82,"G",NA,"y",1521
"1522","2has2",2008,"entire",0,12,12,5000,"cixx","live","Cirsium sp.","High","FS","Seeded",0.24,"F",NA,"y",1522
"1523","2has2",2008,"entire",0,8,8,5000,"root","dead","Root","High","FS","Seeded",0.16,"T",NA,"n",1523
"1524","2has2",2008,"entire",0,45,45,5000,"badi","dead","Bahia dissecta","High","FS","Seeded",0.9,"F","native","y",1524
"1525","2has2",2008,"entire",0,2,2,5000,"badi","live","Bahia dissecta","High","FS","Seeded",0.04,"F","native","y",1525
"1526","2has2",2008,"entire",0,5,5,5000,"fear","live","Festuca arizonica","High","FS","Seeded",0.1,"G","native","y",1526
"1527","2has2",2008,"entire",0,28,28,5000,"rowo","live","Rosa woodsii","High","FS","Seeded",0.56,"T","native","y",1527
"1528","2has2",2008,"entire",0,156,156,5000,"vimu","live","Viguiera multiflora","High","FS","Seeded",3.12,"F","native","y",1528
"1529","2has2",2008,"entire",0,507,507,5000,"quga","live","Quercus gambellii","High","FS","Seeded",10.14,"S","native","y",1529
"1530","2has2",2008,"entire",0,20,20,5000,"eltr","live","Elymus trachycaulum","High","FS","Seeded",0.4,"G","native","y",1530
"1531","2has2",2008,"entire",0,11,11,5000,"alce","live","Allium cernuum","High","FS","Seeded",0.22,"F","native","y",1531
"1532","2has2",2008,"entire",0,5,5,5000,"elel","live","Elymus elymoides","High","FS","Seeded",0.1,"G","native","y",1532
"1533","2has2",2013,"entire",2952,0,2952,5000,"pumc","live","Pumice soil","High","FS","Seeded",0,"B",NA,"n",1533
"1534","2has2",2013,"entire",1663,0,1663,5000,"bare","live","Bare","High","FS","Seeded",0,"F",NA,"n",1534
"1535","2has2",2013,"entire",309,3,312,5000,"litt","live","Litter","High","FS","Seeded",0.06,"L",NA,"n",1535
"1536","2has2",2013,"entire",56,335,391,5000,"brin","live","Bromus inermis","High","FS","Seeded",6.7,"G","exotic","y",1536
"1537","2has2",2013,"entire",19,34,53,5000,"wood","live","Wood","High","FS","Seeded",0.68,"L",NA,"n",1537
"1538","2has2",2013,"entire",1,242,243,5000,"quga","live","Quercus gambellii","High","FS","Seeded",4.84,"S","native","y",1538
"1539","2has2",2013,"entire",0,29,29,5000,"badi","live","Bahia dissecta","High","FS","Seeded",0.58,"F","native","y",1539
"1540","2has2",2013,"entire",0,298,298,5000,"rone","live","Robinia neomexicana","High","FS","Seeded",5.96,"S","native","y",1540
"1541","2has2",2013,"entire",0,86,86,5000,"cefe","live","Ceanothus fendleri","High","FS","Seeded",1.72,"U","native","y",1541
"1542","2has2",2013,"entire",0,19,19,5000,"chvi2","live","Chrysopsis villosa","High","FS","Seeded",0.38,"F","native","y",1542
"1543","2has2",2013,"entire",0,12,12,5000,"brin","dead","Bromus inermis","High","FS","Seeded",0.24,"G","exotic","y",1543
"1544","2has2",2013,"entire",0,3,3,5000,"nadi","live","Nama dichotomus","High","FS","Seeded",0.06,"F","native","y",1544
"1545","2has2",2013,"entire",0,6,6,5000,"kocr","live","Koeleria cristata","High","FS","Seeded",0.12,"G","native","y",1545
"1546","2has2",2013,"entire",0,1,1,5000,"veth","live","Verbascum thapsus","High","FS","Seeded",0.02,"F","exotic","y",1546
"1547","2has2",2016,"entire",2365,0,2365,5000,"pumc","live","Pumice soil","High","FS","Seeded",0,"B",NA,"n",1547
"1548","2has2",2016,"entire",851,83,934,5000,"litt","live","Litter","High","FS","Seeded",1.66,"L",NA,"n",1548
"1549","2has2",2016,"entire",683,0,683,5000,"blit","live","dead, attached BRIN lvs on grnd over bare","High","FS","Seeded",0,"L",NA,"y",1549
"1550","2has2",2016,"entire",632,0,632,5000,"bare","live","Bare","High","FS","Seeded",0,"F",NA,"n",1550
"1551","2has2",2016,"entire",373,2084,2457,5000,"brin","live","Bromus inermis","High","FS","Seeded",41.68,"G","exotic","y",1551
"1552","2has2",2016,"entire",46,160,206,5000,"gras","live","Unidentified grass","High","FS","Seeded",3.2,"G",NA,"y",1552
"1553","2has2",2016,"entire",32,5,37,5000,"wood","live","Wood","High","FS","Seeded",0.1,"L",NA,"n",1553
"1554","2has2",2016,"entire",18,767,785,5000,"forb","live","Unidentified forb","High","FS","Seeded",15.34,"F",NA,"y",1554
"1555","2has2",2016,"entire",0,323,323,5000,"subs","live","Unidentified subshrub","High","FS","Seeded",6.46,"U",NA,"y",1555
"1556","2has2",2016,"entire",0,675,675,5000,"rone","live","Robinia neomexicana","High","FS","Seeded",13.5,"S","native","y",1556
"1557","2has2",2016,"entire",0,1,1,5000,"forb","dead","Unidentified forb","High","FS","Seeded",0.02,"F",NA,"y",1557
"1558","2has2",2016,"entire",0,370,370,5000,"quga","live","Quercus gambellii","High","FS","Seeded",7.4,"S","native","y",1558
"1559","2has2",2019,"entire",3367,0,3367,5000,"pumc","live","Pumice soil","High","FS","Seeded",0,"B",NA,"n",1559
"1560","2has2",2019,"entire",912,92,1004,5000,"litt","live","Litter","High","FS","Seeded",1.84,"L",NA,"n",1560
"1561","2has2",2019,"entire",221,1207,1428,5000,"brin","live","Bromus inermis","High","FS","Seeded",24.14,"G","exotic","y",1561
"1562","2has2",2019,"entire",154,0,154,5000,"bare","live","Bare","High","FS","Seeded",0,"F",NA,"n",1562
"1563","2has2",2019,"entire",142,794,936,5000,"badi","live","Bahia dissecta","High","FS","Seeded",15.88,"F","native","y",1563
"1564","2has2",2019,"entire",125,96,221,5000,"brin","dead","Bromus inermis","High","FS","Seeded",1.92,"G","exotic","y",1564
"1565","2has2",2019,"entire",29,244,273,5000,"cefe","live","Ceanothus fendleri","High","FS","Seeded",4.88,"U","native","y",1565
"1566","2has2",2019,"entire",16,238,254,5000,"arlu","live","Artemisia ludoviciana","High","FS","Seeded",4.76,"F","native","y",1566
"1567","2has2",2019,"entire",10,131,141,5000,"mumo","live","Muhlenbergia montana","High","FS","Seeded",2.62,"G","native","y",1567
"1568","2has2",2019,"entire",9,610,619,5000,"quga","live","Quercus gambellii","High","FS","Seeded",12.2,"S","native","y",1568
"1569","2has2",2019,"entire",5,79,84,5000,"veth","live","Verbascum thapsus","High","FS","Seeded",1.58,"F","exotic","y",1569
"1570","2has2",2019,"entire",4,678,682,5000,"rone","live","Robinia neomexicana","High","FS","Seeded",13.56,"S","native","y",1570
"1571","2has2",2019,"entire",3,25,28,5000,"wood","live","Wood","High","FS","Seeded",0.5,"L",NA,"n",1571
"1572","2has2",2019,"entire",2,0,2,5000,"quga","dead","Quercus gambellii","High","FS","Seeded",0,"S","native","y",1572
"1573","2has2",2019,"entire",1,10,11,5000,"acmi","live","Achillea millefolium","High","FS","Seeded",0.2,"F","native","y",1573
"1574","2has2",2019,"entire",0,15,15,5000,"erxx","live","Erigeron spp.","High","FS","Seeded",0.3,"F",NA,"y",1574
"1575","2has2",2019,"entire",0,5,5,5000,"vimu","live","Viguiera multiflora","High","FS","Seeded",0.1,"F","native","y",1575
"1576","2has2",2019,"entire",0,42,42,5000,"rone","dead","Robinia neomexicana","High","FS","Seeded",0.84,"S","native","y",1576
"1577","2has2",2019,"entire",0,68,68,5000,"hevi","live","Heterotheca villosa","High","FS","Seeded",1.36,"F",NA,"y",1577
"1578","2has2",2019,"entire",0,6,6,5000,"veth","dead","Verbascum thapsus","High","FS","Seeded",0.12,"F","exotic","y",1578
"1579","2has2",2019,"entire",0,4,4,5000,"rowo","live","Rosa woodsii","High","FS","Seeded",0.08,"T","native","y",1579
"1580","2has2",2019,"entire",0,2,2,5000,"mush","live","Mushroom","High","FS","Seeded",0.04,"M",NA,"n",1580
"1581","2has2",2019,"entire",0,4,4,5000,"span","live","Sphaeralcea angustifolia","High","FS","Seeded",0.08,"F",NA,"y",1581
"1582","2has2",2019,"entire",0,17,17,5000,"cefe","dead","Ceanothus fendleri","High","FS","Seeded",0.34,"U","native","y",1582
"1583","2has2",2019,"entire",0,25,25,5000,"trdu","live","Tragopogon dubius","High","FS","Seeded",0.5,"F","exotic","y",1583
"1584","2has2",2019,"entire",0,5,5,5000,"oexx","live","Oenothera sp.","High","FS","Seeded",0.1,"F",NA,"y",1584
"1585","2hau1",1997,"entire",2434,0,2434,5000,"bare","live","Bare","High","FS","Unseeded",0,"B",NA,"n",1585
"1586","2hau1",1997,"entire",1979,0,1979,5000,"grav","live","Gravel","High","FS","Unseeded",0,"B",NA,"n",1586
"1587","2hau1",1997,"entire",310,15,325,5000,"litt","live","Litter","High","FS","Unseeded",0.3,"L",NA,"n",1587
"1588","2hau1",1997,"entire",151,0,151,5000,"moss","live","Moss","High","FS","Unseeded",0,"C",NA,"n",1588
"1589","2hau1",1997,"entire",79,0,79,5000,"pipo","dead","Pinus ponderosa","High","FS","Unseeded",0,"T","native","y",1589
"1590","2hau1",1997,"entire",14,4,18,5000,"wood","live","Wood","High","FS","Unseeded",0.08,"L",NA,"n",1590
"1591","2hau1",1997,"entire",13,100,113,5000,"casp","live","Carex spp.","High","FS","Unseeded",2,"G",NA,"y",1591
"1592","2hau1",1997,"entire",10,42,52,5000,"brin","live","Bromus inermis","High","FS","Unseeded",0.84,"G","exotic","y",1592
"1593","2hau1",1997,"entire",7,1534,1541,5000,"quga","live","Quercus gambellii","High","FS","Unseeded",30.68,"S","native","y",1593
"1594","2hau1",1997,"entire",2,110,112,5000,"veth","live","Verbascum thapsus","High","FS","Unseeded",2.2,"F","exotic","y",1594
"1595","2hau1",1997,"entire",1,79,80,5000,"rone","live","Robinia neomexicana","High","FS","Unseeded",1.58,"S","native","y",1595
"1596","2hau1",1997,"entire",0,8,8,5000,"gras2","live","Unidentified grass","High","FS","Unseeded",0.16,"G",NA,"y",1596
"1597","2hau1",1997,"entire",0,4,4,5000,"chgr","live","Chenopodium graveolens","High","FS","Unseeded",0.08,"F","exotic","y",1597
"1598","2hau1",1997,"entire",0,6,6,5000,"cefe","live","Ceanothus fendleri","High","FS","Unseeded",0.12,"U","native","y",1598
"1599","2hau1",1997,"entire",0,50,50,5000,"mela2","live","Mertensia lanceolata","High","FS","Unseeded",1,"F","native","y",1599
"1600","2hau1",1997,"entire",0,12,12,5000,"quga","dead","Quercus gambellii","High","FS","Unseeded",0.24,"S","native","y",1600
"1601","2hau1",1997,"entire",0,573,573,5000,"chfr","live","Chenopodium fremontii","High","FS","Unseeded",11.46,"F","native","y",1601
"1602","2hau1",1997,"entire",0,18,18,5000,"alce","live","Allium cernuum","High","FS","Unseeded",0.36,"F","native","y",1602
"1603","2hau1",1997,"entire",0,40,40,5000,"ersp","live","Erigeron speciosus","High","FS","Unseeded",0.8,"F","native","y",1603
"1604","2hau1",1997,"entire",0,13,13,5000,"bocu","live","Bouteloua curtipendula","High","FS","Unseeded",0.26,"G","native","y",1604
"1605","2hau1",1998,"entire",1704,0,1704,5000,"litt","live","Litter","High","FS","Unseeded",0,"L",NA,"n",1605
"1606","2hau1",1998,"entire",1509,0,1509,5000,"bare","live","Bare","High","FS","Unseeded",0,"B",NA,"n",1606
"1607","2hau1",1998,"entire",1212,0,1212,5000,"grav","live","Gravel","High","FS","Unseeded",0,"B",NA,"n",1607
"1608","2hau1",1998,"entire",414,0,414,5000,"moss","live","Moss","High","FS","Unseeded",0,"C",NA,"n",1608
"1609","2hau1",1998,"entire",67,5,72,5000,"wood","live","Wood","High","FS","Unseeded",0.1,"L",NA,"n",1609
"1610","2hau1",1998,"entire",27,267,294,5000,"casp","live","Carex spp.","High","FS","Unseeded",5.34,"G",NA,"y",1610
"1611","2hau1",1998,"entire",17,0,17,5000,"pipo","dead","Pinus ponderosa","High","FS","Unseeded",0,"T","native","y",1611
"1612","2hau1",1998,"entire",15,1915,1930,5000,"quga","live","Quercus gambellii","High","FS","Unseeded",38.3,"S","native","y",1612
"1613","2hau1",1998,"entire",14,26,40,5000,"veth","live","Verbascum thapsus","High","FS","Unseeded",0.52,"F","exotic","y",1613
"1614","2hau1",1998,"entire",7,20,27,5000,"eltr","live","Elymus trachycaulum","High","FS","Unseeded",0.4,"G","native","y",1614
"1615","2hau1",1998,"entire",4,60,64,5000,"brin","live","Bromus inermis","High","FS","Unseeded",1.2,"G","exotic","y",1615
"1616","2hau1",1998,"entire",3,0,3,5000,"shit","live","Animal feces","High","FS","Unseeded",0,"L",NA,"n",1616
"1617","2hau1",1998,"entire",3,77,80,5000,"chfr","live","Chenopodium fremontii","High","FS","Unseeded",1.54,"F","native","y",1617
"1618","2hau1",1998,"entire",2,170,172,5000,"rone","live","Robinia neomexicana","High","FS","Unseeded",3.4,"S","native","y",1618
"1619","2hau1",1998,"entire",1,6,7,5000,"chgr","live","Chenopodium graveolens","High","FS","Unseeded",0.12,"F","exotic","y",1619
"1620","2hau1",1998,"entire",1,3,4,5000,"lase","live","Lactuca serriola","High","FS","Unseeded",0.06,"F","exotic","y",1620
"1621","2hau1",1998,"entire",0,71,71,5000,"quga","dead","Quercus gambellii","High","FS","Unseeded",1.42,"S","native","y",1621
"1622","2hau1",1998,"entire",0,2,2,5000,"alce","live","Allium cernuum","High","FS","Unseeded",0.04,"F","native","y",1622
"1623","2hau1",1998,"entire",0,2,2,5000,"tree","dead","Unidentified tree","High","FS","Unseeded",0.04,"T",NA,"y",1623
"1624","2hau1",1998,"entire",0,5,5,5000,"ersp","live","Erigeron speciosus","High","FS","Unseeded",0.1,"F","native","y",1624
"1625","2hau1",1998,"entire",0,13,13,5000,"brin","dead","Bromus inermis","High","FS","Unseeded",0.26,"G","exotic","y",1625
"1626","2hau1",1998,"entire",0,25,25,5000,"bocu","live","Bouteloua curtipendula","High","FS","Unseeded",0.5,"G","native","y",1626
"1627","2hau1",1998,"entire",0,2,2,5000,"veth","dead","Verbascum thapsus","High","FS","Unseeded",0.04,"F","exotic","y",1627
"1628","2hau1",1998,"entire",0,2,2,5000,"lomu","live","Lolium multiflorum","High","FS","Unseeded",0.04,"G","exotic","y",1628
"1629","2hau1",2008,"entire",2128,371,2499,5004,"wood","live","Wood","High","FS","Unseeded",7.414068745004,"L",NA,"n",1629
"1630","2hau1",2008,"entire",2063,0,2063,5004,"litt","live","Litter","High","FS","Unseeded",0,"L",NA,"n",1630
"1631","2hau1",2008,"entire",532,0,532,5004,"bare","live","Bare","High","FS","Unseeded",0,"B",NA,"n",1631
"1632","2hau1",2008,"entire",148,0,148,5004,"bare","live","Bare","High","FS","Unseeded",0,"B",NA,"n",1632
"1633","2hau1",2008,"entire",75,0,75,5004,"pipo","dead","Pinus ponderosa","High","FS","Unseeded",0,"T","native","y",1633
"1634","2hau1",2008,"entire",32,648,680,5004,"brin","live","Bromus inermis","High","FS","Unseeded",12.9496402877698,"G","exotic","y",1634
"1635","2hau1",2008,"entire",14,112,126,5004,"caxx","live","Carex spp.","High","FS","Unseeded",2.23820943245404,"G",NA,"y",1635
"1636","2hau1",2008,"entire",9,0,9,5004,"moss","live","Moss","High","FS","Unseeded",0,"C",NA,"n",1636
"1637","2hau1",2008,"entire",3,2125,2128,5004,"quga","live","Quercus gambellii","High","FS","Unseeded",42.4660271782574,"S","native","y",1637
"1638","2hau1",2008,"entire",0,1119,1119,5004,"rone","live","Robinia neomexicana","High","FS","Unseeded",22.3621103117506,"S","native","y",1638
"1639","2hau1",2008,"entire",0,65,65,5004,"cefe","live","Ceanothus fendleri","High","FS","Unseeded",1.29896083133493,"U","native","y",1639
"1640","2hau1",2008,"entire",0,13,13,5004,"badi","dead","Bahia dissecta","High","FS","Unseeded",0.259792166266986,"F","native","y",1640
"1641","2hau1",2008,"entire",0,42,42,5004,"kocr","live","Koeleria cristata","High","FS","Unseeded",0.839328537170264,"G","native","y",1641
"1642","2hau1",2008,"entire",0,9,9,5004,"erfl","live","Erigeron flagellaris","High","FS","Unseeded",0.179856115107914,"F","native","y",1642
"1643","2hau1",2013,"entire",3564,0,3564,5009,"bare","live","Bare","High","FS","Unseeded",0,"F",NA,"n",1643
"1644","2hau1",2013,"entire",1010,0,1010,5009,"pumc","live","Pumice soil","High","FS","Unseeded",0,"B",NA,"n",1644
"1645","2hau1",2013,"entire",310,0,310,5009,"litt","live","Litter","High","FS","Unseeded",0,"L",NA,"n",1645
"1646","2hau1",2013,"entire",59,124,183,5009,"brin","live","Bromus inermis","High","FS","Unseeded",2.47554402076263,"G","exotic","y",1646
"1647","2hau1",2013,"entire",30,542,572,5009,"quga","live","Quercus gambellii","High","FS","Unseeded",10.8205230584947,"S","native","y",1647
"1648","2hau1",2013,"entire",23,259,282,5009,"wood","live","Wood","High","FS","Unseeded",5.17069275304452,"L",NA,"n",1648
"1649","2hau1",2013,"entire",11,0,11,5009,"quga","dead","Quercus gambellii","High","FS","Unseeded",0,"S","native","y",1649
"1650","2hau1",2013,"entire",2,0,2,5009,"unkn","dead","Unknown plant","High","FS","Unseeded",0,"F",NA,"y",1650
"1651","2hau1",2013,"entire",0,244,244,5009,"rone","live","Robinia neomexicana","High","FS","Unseeded",4.87123178279098,"S","native","y",1651
"1652","2hau1",2013,"entire",0,1,1,5009,"badi","dead","Bahia dissecta","High","FS","Unseeded",0.0199640646835696,"F","native","y",1652
"1653","2hau1",2013,"entire",0,3,3,5009,"rone","dead","Robinia neomexicana","High","FS","Unseeded",0.0598921940507087,"S","native","y",1653
"1654","2hau1",2013,"entire",0,8,8,5009,"pipo","dead","Pinus ponderosa","High","FS","Unseeded",0.159712517468557,"T","native","y",1654
"1655","2hau1",2013,"entire",0,32,32,5009,"chfr","live","Chenopodium fremontii","High","FS","Unseeded",0.638850069874226,"F","native","y",1655
"1656","2hau1",2013,"entire",0,9,9,5009,"chvi2","live","Chrysopsis villosa","High","FS","Unseeded",0.179676582152126,"F","native","y",1656
"1657","2hau1",2016,"entire",2239,0,2239,5000,"bare","live","Bare","High","FS","Unseeded",0,"F",NA,"n",1657
"1658","2hau1",2016,"entire",1336,0,1336,5000,"pumc","live","Pumice soil","High","FS","Unseeded",0,"B",NA,"n",1658
"1659","2hau1",2016,"entire",1157,36,1193,5000,"litt","live","Litter","High","FS","Unseeded",0.72,"L",NA,"n",1659
"1660","2hau1",2016,"entire",141,800,941,5000,"brin","live","Bromus inermis","High","FS","Unseeded",16,"G","exotic","y",1660
"1661","2hau1",2016,"entire",41,0,41,5000,"wood","live","Wood","High","FS","Unseeded",0,"L",NA,"n",1661
"1662","2hau1",2016,"entire",37,984,1021,5000,"quga","live","Quercus gambellii","High","FS","Unseeded",19.68,"S","native","y",1662
"1663","2hau1",2016,"entire",35,309,344,5000,"rone","live","Robinia neomexicana","High","FS","Unseeded",6.18,"S","native","y",1663
"1664","2hau1",2016,"entire",7,353,360,5000,"forb","live","Unidentified forb","High","FS","Unseeded",7.06,"F",NA,"y",1664
"1665","2hau1",2016,"entire",4,48,52,5000,"chvi2","live","Chrysopsis villosa","High","FS","Unseeded",0.96,"F","native","y",1665
"1666","2hau1",2016,"entire",1,74,75,5000,"gras","live","Unidentified grass","High","FS","Unseeded",1.48,"G",NA,"y",1666
