"","Transect_id","year","Full_name","Analysis type","Status","Growth_form","Code","RevBI","FS_BAND","TRT","Plant","Transect_cm","Origin","Total_cm","Basal_cm","Canopy_cm","PctC"
"782","1mbs1",2008,"Unidentified forb","entire","live","F","forb","Mod","FS","Unseeded","y",5000,NA,9,0,9,0
"783","1mbs1",2008,"Agrostis scabra","entire","live","G","agsc","Mod","FS","Unseeded","y",5000,"native",129,0,129,3
"784","1mbs1",2008,"Viguiera multiflora","entire","live","F","vimu","Mod","FS","Unseeded","y",5000,"native",78,0,78,2
"785","1mbs1",2008,"Taraxacum officinale","entire","live","F","taof","Mod","FS","Unseeded","y",5000,"exotic",6,0,6,0
"786","1mbs1",2008,"Androsace septentrionales","entire","live","F","anse","Mod","FS","Unseeded","y",5000,"native",3,0,3,0
"787","1mbs1",2008,"Linum neomexicana","entire","live","F","line","Mod","FS","Unseeded","y",5000,"native",1,0,1,0
"788","1mbs1",2008,"Poa pratensis","entire","live","G","popr","Mod","FS","Unseeded","y",5000,"exotic",3,0,3,0
"789","1mbs1",2008,"Viguiera multiflora","entire","dead","F","vimu","Mod","FS","Unseeded","y",5000,"native",17,0,17,0
"790","1mbs1",2008,"Arenaria lanuginosum","entire","live","F","arla","Mod","FS","Unseeded","y",5000,"native",6,0,6,0
"791","1mbs1",2008,"Artemisia ludoviciana","entire","live","F","arlu","Mod","FS","Unseeded","y",5000,"native",27,0,27,1
"792","1mbs1",2008,"Fragaria vesca","entire","live","F","frve","Mod","FS","Unseeded","y",5000,"native",3,0,3,0
"793","1mbs1",2008,"Solidago wrightii","entire","dead","F","sowr","Mod","FS","Unseeded","y",5000,"native",29,0,29,1
"794","1mbs1",2008,"Ipomopsis aggregata","entire","live","F","ipag","Mod","FS","Unseeded","y",5000,"native",37,0,37,1
"795","1mbs1",2008,"Robinia neomexicana","entire","live","S","rone","Mod","FS","Unseeded","y",5000,"native",161,0,161,3
"796","1mbs1",2008,"Ceanothus fendleri","entire","live","U","cefe","Mod","FS","Unseeded","y",5000,"native",3,0,3,0
"797","1mbs1",2008,"Erigeron flagellaris","entire","live","F","erfl","Mod","FS","Unseeded","y",5000,"native",31,0,31,1
"798","1mbs1",2008,"Tragopogon dubius","entire","live","F","trdu","Mod","FS","Unseeded","y",5000,"exotic",21,0,21,0
"799","1mbs1",2008,"Rubus strigosus","entire","live","U","rust","Mod","FS","Unseeded","y",5000,"native",10,0,10,0
"800","1mbs1",2013,"Pumice soil","entire","live","B","pumc","Mod","FS","Unseeded","n",5010,NA,2511,2511,0,0
"801","1mbs1",2013,"Bare","entire","live","F","bare","Mod","FS","Unseeded","n",5010,NA,1497,1497,0,0
"802","1mbs1",2013,"Litter","entire","live","L","litt","Mod","FS","Unseeded","n",5010,NA,690,689,1,0
"803","1mbs1",2013,"Koeleria macrantha","entire","live","G","koma","Mod","FS","Unseeded","y",5010,"native",593,112,481,10
"804","1mbs1",2013,"Muhlenbergia montana","entire","live","G","mumo","Mod","FS","Unseeded","y",5010,"native",878,63,815,16
"805","1mbs1",2013,"Verbascum thapsus","entire","live","F","veth","Mod","FS","Unseeded","y",5010,"exotic",288,32,256,5
"806","1mbs1",2013,"Muhlenbergia montana","entire","dead","G","mumo","Mod","FS","Unseeded","y",5010,"native",40,26,14,0
"807","1mbs1",2013,"Solidago wrightii","entire","live","F","sowr","Mod","FS","Unseeded","y",5010,"native",131,20,111,2
"808","1mbs1",2013,"Carex sp.","entire","live","G","care","Mod","FS","Unseeded","y",5010,"native",86,16,70,1
"809","1mbs1",2013,"Wood","entire","live","L","wood","Mod","FS","Unseeded","n",5010,NA,64,14,50,1
"810","1mbs1",2013,"Unidentified grass","entire","dead","G","gras","Mod","FS","Unseeded","y",5010,NA,13,13,0,0
"811","1mbs1",2013,"Artemisia ludoviciana","entire","live","F","arlu","Mod","FS","Unseeded","y",5010,"native",363,6,357,7
"812","1mbs1",2013,"Viguiera multiflora","entire","live","F","vimu","Mod","FS","Unseeded","y",5010,"native",269,5,264,5
"813","1mbs1",2013,"Robinia neomexicana","entire","live","S","rone","Mod","FS","Unseeded","y",5010,"native",281,5,276,6
"814","1mbs1",2013,"Chenopodium fremontii","entire","dead","F","chfr","Mod","FS","Unseeded","y",5010,"native",79,1,78,2
"815","1mbs1",2013,"Amauriopsis dissecta","entire","live","F","amdi","Mod","FS","Unseeded","y",5010,"native",62,0,62,1
"816","1mbs1",2013,"Chenopodium fremontii","entire","live","F","chfr","Mod","FS","Unseeded","y",5010,"native",98,0,98,2
"817","1mbs1",2013,"Lappula sp.","entire","live","F","laxx","Mod","FS","Unseeded","y",5010,NA,8,0,8,0
"818","1mbs1",2013,"Unidentified grass","entire","live","G","gras","Mod","FS","Unseeded","y",5010,NA,3,0,3,0
"819","1mbs1",2013,"Cirsium sp.","entire","dead","F","cixx","Mod","FS","Unseeded","y",5010,NA,93,0,93,2
"820","1mbs1",2013,"Phacelia heterophylla","entire","live","F","phhe2","Mod","FS","Unseeded","y",5010,"native",42,0,42,1
"821","1mbs1",2013,"Viguiera multiflora","entire","dead","F","vimu","Mod","FS","Unseeded","y",5010,"native",52,0,52,1
"822","1mbs1",2013,"Fragaria vesca","entire","live","F","frve","Mod","FS","Unseeded","y",5010,"native",6,0,6,0
"823","1mbs1",2013,"Rubus idaeus","entire","live","F","ruid","Mod","FS","Unseeded","y",5010,"native",6,0,6,0
"824","1mbs1",2013,"Robinia neomexicana","entire","dead","S","rone","Mod","FS","Unseeded","y",5010,"native",12,0,12,0
"825","1mbs1",2013,"Ceanothus fendleri","entire","live","U","cefe","Mod","FS","Unseeded","y",5010,"native",91,0,91,2
"826","1mbs1",2013,"Erigeron flagellaris","entire","live","F","erfl","Mod","FS","Unseeded","y",5010,"native",3,0,3,0
"827","1mbs1",2013,"Amauriopsis dissecta","entire","dead","F","amdi","Mod","FS","Unseeded","y",5010,"native",4,0,4,0
"828","1mbs1",2013,"Cirsium sp.","entire","live","F","cixx","Mod","FS","Unseeded","y",5010,NA,10,0,10,0
"829","1mbs1",2016,"Pumice soil","entire","live","B","pumc","Mod","FS","Unseeded","n",5103,NA,2276,2276,0,0
"830","1mbs1",2016,"Litter","entire","live","L","litt","Mod","FS","Unseeded","n",5103,NA,1950,1574,376,7
"831","1mbs1",2016,"Bare","entire","live","F","bare","Mod","FS","Unseeded","n",5103,NA,607,607,0,0
"832","1mbs1",2016,"Unidentified grass","entire","live","G","gras","Mod","FS","Unseeded","y",5103,NA,2230,439,1791,35
"833","1mbs1",2016,"Verbascum thapsus","entire","live","F","veth","Mod","FS","Unseeded","y",5103,"exotic",284,61,223,4
"834","1mbs1",2016,"Unidentified forb","entire","live","F","forb","Mod","FS","Unseeded","y",5103,NA,2174,48,2126,42
"835","1mbs1",2016,"Unidentified grass","entire","dead","G","gras","Mod","FS","Unseeded","y",5103,NA,68,42,26,1
"836","1mbs1",2016,"Wood","entire","live","L","wood","Mod","FS","Unseeded","n",5103,NA,78,30,48,1
"837","1mbs1",2016,"Verbascum thapsus","entire","dead","F","veth","Mod","FS","Unseeded","y",5103,"exotic",78,22,56,1
"838","1mbs1",2016,"Cryptogam","entire","live","C","cryp","Mod","FS","Unseeded","n",5103,NA,2,2,0,0
"839","1mbs1",2016,"Unidentified forb","entire","dead","F","forb","Mod","FS","Unseeded","y",5103,NA,12,2,10,0
"840","1mbs1",2016,"Robinia neomexicana","entire","live","S","rone","Mod","FS","Unseeded","y",5103,"native",255,0,255,5
"841","1mbs1",2019,"Pumice soil","entire","live","B","pumc","Mod","FS","Unseeded","n",5000,NA,2629,2604,25,1
"842","1mbs1",2019,"Litter","entire","live","L","litt","Mod","FS","Unseeded","n",5000,NA,1294,830,464,9
"843","1mbs1",2019,"Bare","entire","live","F","bare","Mod","FS","Unseeded","n",5000,NA,748,748,0,0
"844","1mbs1",2019,"Muhlenbergia montana","entire","live","G","mumo","Mod","FS","Unseeded","y",5000,"native",1430,217,1213,24
"845","1mbs1",2019,"Viguiera multiflora","entire","live","F","vimu","Mod","FS","Unseeded","y",5000,"native",1197,130,1067,21
"846","1mbs1",2019,"Muhlenbergia montana","entire","dead","G","mumo","Mod","FS","Unseeded","y",5000,"native",73,73,0,0
"847","1mbs1",2019,"Wood","entire","live","L","wood","Mod","FS","Unseeded","n",5000,NA,177,69,108,2
"848","1mbs1",2019,"Elymus elymoides","entire","live","G","elel","Mod","FS","Unseeded","y",5000,"native",353,67,286,6
"849","1mbs1",2019,"Verbascum thapsus","entire","live","F","veth","Mod","FS","Unseeded","y",5000,"exotic",354,63,291,6
"850","1mbs1",2019,"Koeleria macrantha","entire","live","G","koma","Mod","FS","Unseeded","y",5000,"native",136,48,88,2
"851","1mbs1",2019,"Artemisia ludoviciana","entire","live","F","arlu","Mod","FS","Unseeded","y",5000,"native",171,33,138,3
"852","1mbs1",2019,"Schizachyrium scoparius","entire","live","G","scsc","Mod","FS","Unseeded","y",5000,"native",236,25,211,4
"853","1mbs1",2019,"Bromus inermis","entire","live","G","brin","Mod","FS","Unseeded","y",5000,"exotic",122,13,109,2
"854","1mbs1",2019,"Amauriopsis dissecta","entire","live","F","amdi","Mod","FS","Unseeded","y",5000,"native",112,12,100,2
"855","1mbs1",2019,"Poa pratensis","entire","live","G","popr","Mod","FS","Unseeded","y",5000,"exotic",86,10,76,2
"856","1mbs1",2019,"Unidentified grass","entire","live","G","gras","Mod","FS","Unseeded","y",5000,NA,48,10,38,1
"857","1mbs1",2019,"Geranium caespitosum","entire","live","F","geca","Mod","FS","Unseeded","y",5000,"native",257,8,249,5
"858","1mbs1",2019,"Fragaria vesca","entire","live","F","frve","Mod","FS","Unseeded","y",5000,"native",93,5,88,2
"859","1mbs1",2019,"Erigeron flagellaris","entire","live","F","erfl","Mod","FS","Unseeded","y",5000,"native",96,6,90,2
"860","1mbs1",2019,"Chenopodium fremontii","entire","live","F","chfr","Mod","FS","Unseeded","y",5000,"native",47,4,43,1
"861","1mbs1",2019,"Animal feces","entire","live","L","shit","Mod","FS","Unseeded","n",5000,NA,4,4,0,0
"862","1mbs1",2019,"Verbascum thapsus","entire","dead","F","veth","Mod","FS","Unseeded","y",5000,"exotic",4,4,0,0
"863","1mbs1",2019,"Agropyron sp.","entire","live","G","agxx2","Mod","FS","Unseeded","y",5000,NA,26,3,23,0
"864","1mbs1",2019,"Oenothera sp.","entire","live","F","oexx","Mod","FS","Unseeded","y",5000,"native",57,3,54,1
"865","1mbs1",2019,"Lactuca serriola","entire","live","F","lase","Mod","FS","Unseeded","y",5000,"exotic",49,3,46,1
"866","1mbs1",2019,"Viguiera multiflora","entire","dead","F","vimu","Mod","FS","Unseeded","y",5000,"native",139,3,136,3
"867","1mbs1",2019,"Mentzelia multiflora","entire","live","F","memu","Mod","FS","Unseeded","y",5000,"native",13,2,11,0
"868","1mbs1",2019,"Melilotus albus","entire","live","F","meal","Mod","FS","Unseeded","y",5000,"exotic",147,1,146,3
"869","1mbs1",2019,"Robinia neomexicana","entire","dead","S","rone","Mod","FS","Unseeded","y",5000,"native",1,1,0,0
"870","1mbs1",2019,"Unidentified forb","entire","live","F","forb","Mod","FS","Unseeded","y",5000,NA,1,1,0,0
"871","1mbs1",2019,"Sphaeralcea laxa","entire","live","F","spla","Mod","FS","Unseeded","y",5000,"native",7,0,7,0
"872","1mbs1",2019,"Bromus ciliatus","entire","live","G","brci","Mod","FS","Unseeded","y",5000,"native",90,0,90,2
"873","1mbs1",2019,"unknown Composite","entire","live","F","comp","Mod","FS","Unseeded","y",5000,NA,11,0,11,0
"874","1mbs1",2019,"Carex sp.","entire","live","G","care","Mod","FS","Unseeded","y",5000,"native",21,0,21,0
"875","1mbs1",2019,"Robinia neomexicana","entire","live","S","rone","Mod","FS","Unseeded","y",5000,"native",484,0,484,10
"876","1mbs1",2019,"Ceanothus fendleri","entire","live","U","cefe","Mod","FS","Unseeded","y",5000,"native",115,0,115,2
"877","1mbs1",2019,"Amauriopsis dissecta","entire","dead","F","amdi","Mod","FS","Unseeded","y",5000,"native",5,0,5,0
"878","1mbs2",1997,"Litter","entire","live","L","litt","Mod","FS","Seeded","n",5000,NA,3581,3581,0,0
"879","1mbs2",1997,"Bare","entire","live","B","bare","Mod","FS","Seeded","n",5000,NA,649,649,0,0
"880","1mbs2",1997,"Moss","entire","live","C","moss","Mod","FS","Seeded","n",5000,NA,416,416,0,0
"881","1mbs2",1997,"Bromus carinatus","entire","live","G","brca2","Mod","FS","Seeded","y",5000,"native",996,128,868,17
"882","1mbs2",1997,"Rock","entire","live","B","rock","Mod","FS","Seeded","n",5000,NA,76,76,0,0
"883","1mbs2",1997,"Wood","entire","live","L","wood","Mod","FS","Seeded","n",5000,NA,79,74,5,0
"884","1mbs2",1997,"Gravel","entire","live","B","grav","Mod","FS","Seeded","n",5000,NA,68,68,0,0
"885","1mbs2",1997,"Elymus trachycaulum","entire","live","G","eltr","Mod","FS","Seeded","y",5000,"native",86,3,83,2
"886","1mbs2",1997,"Root","entire","live","T","root","Mod","FS","Seeded","n",5000,NA,3,3,0,0
"887","1mbs2",1997,"Lolium multiflorum","entire","live","G","lomu","Mod","FS","Seeded","y",5000,"exotic",462,1,461,9
"888","1mbs2",1997,"Senecio wootonii","entire","live","F","sewo","Mod","FS","Seeded","y",5000,"native",33,1,32,1
"889","1mbs2",1997,"Lolium multiflorum","entire","dead","G","lomu","Mod","FS","Seeded","y",5000,"exotic",895,0,895,18
"890","1mbs2",1997,"Bromus carinatus","entire","dead","G","brca2","Mod","FS","Seeded","y",5000,"native",46,0,46,1
"891","1mbs2",1997,"Unidentified grass","entire","live","G","gras","Mod","FS","Seeded","y",5000,NA,260,0,260,5
"892","1mbs2",1997,"Carex sp.","entire","live","G","care","Mod","FS","Seeded","y",5000,"native",115,0,115,2
"893","1mbs2",1997,"Andropogon springfieldii","entire","live","G","ansp","Mod","FS","Seeded","y",5000,"native",6,0,6,0
"894","1mbs2",1997,"Lithospermum multiflorum","entire","live","F","limu","Mod","FS","Seeded","y",5000,"native",9,0,9,0
"895","1mbs2",1997,"Allium cernuum","entire","live","F","alce","Mod","FS","Seeded","y",5000,"native",13,0,13,0
"896","1mbs2",1997,"Conyza schiedeana","entire","live","F","cosc","Mod","FS","Seeded","y",5000,"native",3,0,3,0
"897","1mbs2",1997,"Ipomopsis aggregata","entire","live","F","ipag","Mod","FS","Seeded","y",5000,"native",57,0,57,1
"898","1mbs2",1997,"Penstemon barbatus","entire","live","F","peba","Mod","FS","Seeded","y",5000,"native",11,0,11,0
"899","1mbs2",1997,"Hieracium fendleri","entire","live","F","hife","Mod","FS","Seeded","y",5000,"native",9,0,9,0
"900","1mbs2",1997,"Bromus tectorum","entire","dead","G","brte","Mod","FS","Seeded","y",5000,"exotic",3,0,3,0
"901","1mbs2",1997,"Unidentified forb","entire","live","F","forb","Mod","FS","Seeded","y",5000,NA,12,0,12,0
"902","1mbs2",1997,"Koeleria macrantha","entire","live","G","koma","Mod","FS","Seeded","y",5000,"native",13,0,13,0
"903","1mbs2",1998,"Litter","entire","live","L","litt","Mod","FS","Seeded","n",5000,NA,3323,3323,0,0
"904","1mbs2",1998,"Moss","entire","live","C","moss","Mod","FS","Seeded","n",5000,NA,778,778,0,0
"905","1mbs2",1998,"Elymus trachycaulum","entire","live","G","eltr","Mod","FS","Seeded","y",5000,"native",444,335,109,2
"906","1mbs2",1998,"Bare","entire","live","B","bare","Mod","FS","Seeded","n",5000,NA,296,296,0,0
"907","1mbs2",1998,"Rock","entire","live","B","rock","Mod","FS","Seeded","n",5000,NA,129,129,0,0
"908","1mbs2",1998,"Wood","entire","live","L","wood","Mod","FS","Seeded","n",5000,NA,85,65,20,0
"909","1mbs2",1998,"Carex sp.","entire","live","G","care","Mod","FS","Seeded","y",5000,"native",450,30,420,8
"910","1mbs2",1998,"Bromus carinatus","entire","live","G","brca2","Mod","FS","Seeded","y",5000,"native",521,17,504,10
"911","1mbs2",1998,"Muhlenbergia montana","entire","live","G","mumo","Mod","FS","Seeded","y",5000,"native",69,11,58,1
"912","1mbs2",1998,"Senecio wootonii","entire","live","F","sewo","Mod","FS","Seeded","y",5000,"native",72,4,68,1
"913","1mbs2",1998,"Andropogon springfieldii","entire","live","G","ansp","Mod","FS","Seeded","y",5000,"native",23,3,20,0
"914","1mbs2",1998,"Unidentified forb","entire","live","F","forb","Mod","FS","Seeded","y",5000,NA,14,2,12,0
"915","1mbs2",1998,"Animal feces","entire","live","L","shit","Mod","FS","Seeded","n",5000,NA,2,2,0,0
"916","1mbs2",1998,"Lolium multiflorum","entire","live","G","lomu","Mod","FS","Seeded","y",5000,"exotic",25,2,23,0
"917","1mbs2",1998,"Gravel","entire","live","B","grav","Mod","FS","Seeded","n",5000,NA,2,2,0,0
"918","1mbs2",1998,"Bromus inermis","entire","live","G","brin","Mod","FS","Seeded","y",5000,"exotic",79,1,78,2
"919","1mbs2",1998,"Lolium multiflorum","entire","dead","G","lomu","Mod","FS","Seeded","y",5000,"exotic",8,0,8,0
"920","1mbs2",1998,"Erigeron speciosus","entire","live","F","ersp","Mod","FS","Seeded","y",5000,"native",14,0,14,0
"921","1mbs2",1998,"Koeleria macrantha","entire","live","G","koma","Mod","FS","Seeded","y",5000,"native",62,0,62,1
"922","1mbs2",1998,"Bromus carinatus","entire","dead","G","brca2","Mod","FS","Seeded","y",5000,"native",35,0,35,1
"923","1mbs2",1998,"Senecio wootonii","entire","dead","F","sewo","Mod","FS","Seeded","y",5000,"native",1,0,1,0
"924","1mbs2",1998,"Carex sp.","entire","dead","G","care","Mod","FS","Seeded","y",5000,"native",1,0,1,0
"925","1mbs2",1998,"Lithospermum multiflorum","entire","live","F","limu","Mod","FS","Seeded","y",5000,"native",1,0,1,0
"926","1mbs2",1998,"Robinia neomexicana","entire","live","S","rone","Mod","FS","Seeded","y",5000,"native",18,0,18,0
"927","1mbs2",1998,"Unidentified grass","entire","live","G","gras","Mod","FS","Seeded","y",5000,NA,3,0,3,0
"928","1mbs2",1998,"Ipomopsis aggregata","entire","live","F","ipag","Mod","FS","Seeded","y",5000,"native",47,0,47,1
"929","1mbs2",1998,"Agropyron sp.","entire","live","G","agxx2","Mod","FS","Seeded","y",5000,NA,7,0,7,0
"930","1mbs2",1998,"Penstemon barbatus","entire","live","F","peba","Mod","FS","Seeded","y",5000,"native",4,0,4,0
"931","1mbs2",1998,"Conyza canadensis","entire","live","F","coca","Mod","FS","Seeded","y",5000,"native",2,0,2,0
"932","1mbs2",1998,"Agrostis scabra","entire","live","G","agsc","Mod","FS","Seeded","y",5000,"native",61,0,61,1
"933","1mbs2",2008,"Litter","entire","live","L","litt","Mod","FS","Seeded","n",5005,NA,2895,2895,0,0
"934","1mbs2",2008,"Bare","entire","live","B","bare","Mod","FS","Seeded","n",5005,NA,1231,1231,0,0
"935","1mbs2",2008,"Antennaria parvifolia","entire","live","F","anpa","Mod","FS","Seeded","y",5005,"native",209,207,2,0
"936","1mbs2",2008,"Muhlenbergia montana","entire","live","G","mumo","Mod","FS","Seeded","y",5005,"native",999,173,826,17
"937","1mbs2",2008,"Bromus inermis","entire","live","G","brin","Mod","FS","Seeded","y",5005,"exotic",2240,146,2094,42
"938","1mbs2",2008,"Rock","entire","live","B","rock","Mod","FS","Seeded","n",5005,NA,108,108,0,0
"939","1mbs2",2008,"Wood","entire","live","L","wood","Mod","FS","Seeded","n",5005,NA,398,71,327,7
"940","1mbs2",2008,"Koeleria macrantha","entire","live","G","koma","Mod","FS","Seeded","y",5005,"native",462,64,398,8
"941","1mbs2",2008,"Moss","entire","live","C","moss","Mod","FS","Seeded","n",5005,NA,46,46,0,0
"942","1mbs2",2008,"Carex sp.","entire","live","G","care","Mod","FS","Seeded","y",5005,"native",495,23,472,9
"943","1mbs2",2008,"Schizachyrium scoparius","entire","live","G","scsc","Mod","FS","Seeded","y",5005,"native",80,21,59,1
"944","1mbs2",2008,"Senecio wootonii","entire","live","F","sewo","Mod","FS","Seeded","y",5005,"native",141,8,133,3
"945","1mbs2",2008,"Festuca arizonica","entire","live","G","fear","Mod","FS","Seeded","y",5005,"native",49,5,44,1
"946","1mbs2",2008,"Verbascum thapsus","entire","live","F","veth","Mod","FS","Seeded","y",5005,"exotic",14,5,9,0
"947","1mbs2",2008,"Hieracium fendleri","entire","live","F","hife","Mod","FS","Seeded","y",5005,"native",2,2,0,0
"948","1mbs2",2008,"Elymus elymoides","entire","live","G","elel","Mod","FS","Seeded","y",5005,"native",49,0,49,1
"949","1mbs2",2008,"Lithospermum multiflorum","entire","live","F","limu","Mod","FS","Seeded","y",5005,"native",18,0,18,0
"950","1mbs2",2008,"Quercus gambellii","entire","live","S","quga","Mod","FS","Seeded","y",5005,"native",84,0,84,2
"951","1mbs2",2008,"Robinia neomexicana","entire","live","S","rone","Mod","FS","Seeded","y",5005,"native",418,0,418,8
"952","1mbs2",2008,"Allium cernuum","entire","live","F","alce","Mod","FS","Seeded","y",5005,"native",9,0,9,0
"953","1mbs2",2008,"Unidentified grass","entire","live","G","gras","Mod","FS","Seeded","y",5005,NA,19,0,19,0
"954","1mbs2",2008,"Solidago sp.","entire","live","F","soxx","Mod","FS","Seeded","y",5005,"native",118,0,118,2
"955","1mbs2",2008,"Erigeron divergens","entire","live","F","erdi","Mod","FS","Seeded","y",5005,"native",15,0,15,0
"956","1mbs2",2008,"Erigeron flagellaris","entire","live","F","erfl","Mod","FS","Seeded","y",5005,"native",9,0,9,0
"957","1mbs2",2008,"Achillea millefolium","entire","live","F","acmi","Mod","FS","Seeded","y",5005,"native",10,0,10,0
"958","1mbs2",2008,"Ipomopsis aggregata","entire","live","F","ipag","Mod","FS","Seeded","y",5005,"native",2,0,2,0
"959","1mbs2",2013,"Bare","entire","live","F","bare","Mod","FS","Seeded","n",5015,NA,3893,3893,0,0
"960","1mbs2",2013,"Litter","entire","live","L","litt","Mod","FS","Seeded","n",5015,NA,588,588,0,0
"961","1mbs2",2013,"Bromus inermis","entire","live","G","brin","Mod","FS","Seeded","y",5015,"exotic",1972,292,1680,33
"962","1mbs2",2013,"Wood","entire","live","L","wood","Mod","FS","Seeded","n",5015,NA,102,102,0,0
"963","1mbs2",2013,"Rock","entire","live","B","rock","Mod","FS","Seeded","n",5015,NA,122,101,21,0
"964","1mbs2",2013,"Solidago sp.","entire","live","F","soxx","Mod","FS","Seeded","y",5015,"native",118,19,99,2
"965","1mbs2",2013,"Oenothera sp.","entire","live","F","oexx","Mod","FS","Seeded","y",5015,"native",36,12,24,0
"966","1mbs2",2013,"Koeleria macrantha","entire","live","G","koma","Mod","FS","Seeded","y",5015,"native",162,5,157,3
"967","1mbs2",2013,"Carex sp.","entire","live","G","care","Mod","FS","Seeded","y",5015,"native",73,3,70,1
"968","1mbs2",2013,"Robinia neomexicana","entire","live","S","rone","Mod","FS","Seeded","y",5015,"native",579,0,579,12
"969","1mbs2",2013,"Robinia neomexicana","entire","dead","S","rone","Mod","FS","Seeded","y",5015,"native",1,0,1,0
"970","1mbs2",2013,"Quercus gambellii","entire","dead","S","quga","Mod","FS","Seeded","y",5015,"native",40,0,40,1
"971","1mbs2",2013,"Quercus gambellii","entire","live","S","quga","Mod","FS","Seeded","y",5015,"native",32,0,32,1
"972","1mbs2",2013,"Amauriopsis dissecta","entire","live","F","amdi","Mod","FS","Seeded","y",5015,"native",2,0,2,0
"973","1mbs2",2013,"Muhlenbergia montana","entire","live","G","mumo","Mod","FS","Seeded","y",5015,"native",257,0,257,5
"974","1mbs2",2016,"Bare","entire","live","F","bare","Mod","FS","Seeded","n",5000,NA,2112,2112,0,0
"975","1mbs2",2016,"Litter","entire","live","L","litt","Mod","FS","Seeded","n",5000,NA,2039,1889,150,3
"976","1mbs2",2016,"Bromus inermis","entire","live","G","brin","Mod","FS","Seeded","y",5000,"exotic",2892,530,2362,47
"977","1mbs2",2016,"Rock","entire","live","B","rock","Mod","FS","Seeded","n",5000,NA,208,202,6,0
"978","1mbs2",2016,"Unidentified grass","entire","live","G","gras","Mod","FS","Seeded","y",5000,NA,981,171,810,16
"979","1mbs2",2016,"Moss","entire","live","C","moss","Mod","FS","Seeded","n",5000,NA,54,54,0,0
"980","1mbs2",2016,"Wood","entire","live","L","wood","Mod","FS","Seeded","n",5000,NA,25,19,6,0
"981","1mbs2",2016,"Unidentified grass","entire","dead","G","gras","Mod","FS","Seeded","y",5000,NA,9,9,0,0
"982","1mbs2",2016,"Robinia neomexicana","entire","live","S","rone","Mod","FS","Seeded","y",5000,"native",749,8,741,15
"983","1mbs2",2016,"Unidentified forb","entire","live","F","forb","Mod","FS","Seeded","y",5000,NA,143,5,138,3
"984","1mbs2",2016,"Unidentified forb","entire","dead","F","forb","Mod","FS","Seeded","y",5000,NA,23,1,22,0
"985","1mbs2",2016,"Quercus gambellii","entire","live","S","quga","Mod","FS","Seeded","y",5000,"native",95,0,95,2
"986","1mbs2",2016,"Quercus gambellii","entire","dead","S","quga","Mod","FS","Seeded","y",5000,"native",1,0,1,0
"987","1mbs2",2016,"Pinus ponderosa","entire","live","T","pipo","Mod","FS","Seeded","y",5000,"native",280,0,280,6
"988","1mbs2",2016,"Verbascum thapsus","entire","live","F","veth","Mod","FS","Seeded","y",5000,"exotic",10,0,10,0
"989","1mbs2",2019,"Bare","entire","live","F","bare","Mod","FS","Seeded","n",5002,NA,1720,1720,0,0
"990","1mbs2",2019,"Litter","entire","live","L","litt","Mod","FS","Seeded","n",5002,NA,1614,1332,282,6
"991","1mbs2",2019,"Bromus inermis","entire","live","G","brin","Mod","FS","Seeded","y",5002,"exotic",3315,1032,2283,46
"992","1mbs2",2019,"Rock","entire","live","B","rock","Mod","FS","Seeded","n",5002,NA,202,202,0,0
"993","1mbs2",2019,"Muhlenbergia montana","entire","live","G","mumo","Mod","FS","Seeded","y",5002,"native",898,135,763,15
"994","1mbs2",2019,"Erigeron sp.","entire","live","F","erxx","Mod","FS","Seeded","y",5002,"native",903,97,806,16
"995","1mbs2",2019,"Moss","entire","live","C","moss","Mod","FS","Seeded","n",5002,NA,70,70,0,0
"996","1mbs2",2019,"Koeleria macrantha","entire","live","G","koma","Mod","FS","Seeded","y",5002,"native",363,66,297,6
"997","1mbs2",2019,"Cryptogam","entire","live","C","cryp","Mod","FS","Seeded","n",5002,NA,64,64,0,0
"998","1mbs2",2019,"Agropyron sp.","entire","live","G","agxx2","Mod","FS","Seeded","y",5002,NA,145,62,83,2
"999","1mbs2",2019,"Schizachyrium scoparius","entire","live","G","scsc","Mod","FS","Seeded","y",5002,"native",163,53,110,2
"1000","1mbs2",2019,"Wood","entire","live","L","wood","Mod","FS","Seeded","n",5002,NA,44,42,2,0
"1001","1mbs2",2019,"Bromus inermis","entire","dead","G","brin","Mod","FS","Seeded","y",5002,"exotic",22,22,0,0
"1002","1mbs2",2019,"Schizachyrium scoparius","entire","dead","G","scsc","Mod","FS","Seeded","y",5002,"native",17,17,0,0
"1003","1mbs2",2019,"Carex sp.","entire","live","G","care","Mod","FS","Seeded","y",5002,"native",129,16,113,2
"1004","1mbs2",2019,"Verbascum thapsus","entire","live","F","veth","Mod","FS","Seeded","y",5002,"exotic",35,15,20,0
"1005","1mbs2",2019,"Robinia neomexicana","entire","live","S","rone","Mod","FS","Seeded","y",5002,"native",1259,14,1245,25
"1006","1mbs2",2019,"Conyza canadensis","entire","live","F","coca","Mod","FS","Seeded","y",5002,"native",68,12,56,1
"1007","1mbs2",2019,"Animal feces","entire","live","L","shit","Mod","FS","Seeded","n",5002,NA,10,10,0,0
"1008","1mbs2",2019,"Tragopogon dubius","entire","live","F","trdu","Mod","FS","Seeded","y",5002,"exotic",44,9,35,1
"1009","1mbs2",2019,"Aster sp.","entire","live","F","astr","Mod","FS","Seeded","y",5002,NA,17,5,12,0
